city,street,country
ירושלים,נג'ארה 27 ,Israel
ירושלים,נג'ארה 27 ,Israel
ירושלים,נג'ארה 27 ,Israel
ירושלים,נג'ארה 27 ,Israel
ירושלים,הרב טייב חי 46 ,Israel
ירושלים,הרב אבן דנן 30 ,Israel
ירושלים,הרב אבן דנן 30 ,Israel
ירושלים,הרב טייב חי 46 ,Israel
ירושלים,הרב טייב חי 46 ,Israel
ירושלים,הרב טייב חי 46 ,Israel
ירושלים,הרב טייב חי 46 ,Israel
ירושלים,התומר 5 ,Israel
ירושלים,התומר 5 ,Israel
ירושלים,התומר 5 ,Israel
ירושלים,התומר 5 ,Israel
ירושלים,התומר 5 ,Israel
ירושלים,שחר 19 ,Israel
ירושלים,חכמי יוסף 28א,Israel
ירושלים,חכמי יוסף 28א,Israel
ירושלים,חכמי יוסף 28א,Israel
ירושלים,חכמי יוסף 28א,Israel
ירושלים,חכמי יוסף 28א,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,בן ציון 7 ,Israel
ירושלים,בן ציון 7 ,Israel
ירושלים,בן ציון 7 ,Israel
ירושלים,בן ציון 7 ,Israel
ירושלים,בן ציון 7 ,Israel
ירושלים,בזל 3 ,Israel
ירושלים,בזל 3 ,Israel
ירושלים,בזל 3 ,Israel
ירושלים,בזל 3 ,Israel
ירושלים,בזל 3 ,Israel
ירושלים,מעגל בית המדרש 8 ,Israel
ירושלים,מעגל בית המדרש 8 ,Israel
ירושלים,מעגל בית המדרש 8 ,Israel
ירושלים,שחר 19 ,Israel
ירושלים,הפסגה 24 ,Israel
ירושלים,הפסגה 24 ,Israel
ירושלים,הפסגה 24 ,Israel
ירושלים,הפסגה 24 ,Israel
ירושלים,תורה ועבודה 6 ,Israel
ירושלים,תורה ועבודה 6 ,Israel
ירושלים,תורה ועבודה 6 ,Israel
ירושלים,תורה ועבודה 6 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,שד הרצל 137 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,דולצ'ין 21 ,Israel
ירושלים,קוסטה ריקה 17 ,Israel
ירושלים,קוסטה ריקה 17 ,Israel
ירושלים,קוסטה ריקה 17 ,Israel
ירושלים,קוסטה ריקה 17 ,Israel
ירושלים,האייל 72 ,Israel
ירושלים,האייל 72 ,Israel
ירושלים,האייל 72 ,Israel
ירושלים,האייל 72 ,Israel
ירושלים,החרצית 10 ,Israel
ירושלים,החרצית 10 ,Israel
ירושלים,החרצית 10 ,Israel
ירושלים,החרצית 10 ,Israel
ירושלים,הרפוב הדומיניקנית 3 ,Israel
ירושלים,הרפוב הדומיניקנית 3 ,Israel
ירושלים,אולשוונגר 48 ,Israel
ירושלים,אולשוונגר 48 ,Israel
ירושלים,אולשוונגר 48 ,Israel
ירושלים,אולשוונגר 3 ,Israel
ירושלים,אולשוונגר 3 ,Israel
ירושלים,אולשוונגר 3 ,Israel
ירושלים,אולשוונגר 3 ,Israel
ירושלים,אולשוונגר 3 ,Israel
ירושלים,בורוכוב 9א,Israel
ירושלים,בורוכוב 9א,Israel
ירושלים,בורוכוב 9א,Israel
ירושלים,זנגויל 25 ,Israel
ירושלים,זנגויל 25 ,Israel
ירושלים,זנגויל 25 ,Israel
ירושלים,המעיין 2 ,Israel
ירושלים,המעיין 2 ,Israel
ירושלים,דהומיי 7 ,Israel
ירושלים,הנורית 18 ,Israel
ירושלים,הנורית 18 ,Israel
ירושלים,הנורית 18 ,Israel
ירושלים,הנורית 18 ,Israel
ירושלים,צ'ילה 8 ,Israel
ירושלים,צ'ילה 8 ,Israel
ירושלים,גרינולד 8 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,וולטה העלית 12 ,Israel
ירושלים,גרינולד 8 ,Israel
ירושלים,רקם 2 ,Israel
ירושלים,רקם 2 ,Israel
ירושלים,דהומיי 6 ,Israel
ירושלים,דהומיי 6 ,Israel
ירושלים,שטרן אברהם 3 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שד שרת משה 1 ,Israel
ירושלים,שטרן אברהם 3 ,Israel
ירושלים,גרינולד 8 ,Israel
ירושלים,שד דב יוסף 2 ,Israel
ירושלים,שד דב יוסף 2 ,Israel
ירושלים,שד דב יוסף 2 ,Israel
ירושלים,מרגולין 3 ,Israel
ירושלים,מרגולין 3 ,Israel
ירושלים,מרגולין 3 ,Israel
ירושלים,בר יוחאי 53 ,Israel
ירושלים,רבי צדוק 12 ,Israel
ירושלים,רבי צדוק 12 ,Israel
ירושלים,רבי צדוק 12 ,Israel
ירושלים,בר יוחאי 53 ,Israel
ירושלים,בעהם אריה 7 ,Israel
ירושלים,ש פת 3 ,Israel
ירושלים,אליעזר הגדול 4 ,Israel
ירושלים,יוחנן בן זכאי 33 ,Israel
ירושלים,יוחנן בן זכאי 33 ,Israel
ירושלים,יוחנן בן זכאי 33 ,Israel
ירושלים,יוחנן בן זכאי 33 ,Israel
ירושלים,יוחנן בן זכאי 33 ,Israel
ירושלים,יהודה הנשיא 26 ,Israel
ירושלים,יהודה הנשיא 26 ,Israel
ירושלים,יהודה הנשיא 26 ,Israel
ירושלים,יהודה הנשיא 26 ,Israel
ירושלים,בעהם אריה 7 ,Israel
ירושלים,אליעזר הגדול 4 ,Israel
ירושלים,רבי חייא 3 ,Israel
ירושלים,רבי חייא 3 ,Israel
ירושלים,רבי חייא 3 ,Israel
ירושלים,רבי חייא 3 ,Israel
ירושלים,הורקניה 21 ,Israel
ירושלים,הורקניה 21 ,Israel
ירושלים,הורקניה 21 ,Israel
ירושלים,הורקניה 21 ,Israel
ירושלים,אהרוני 14 ,Israel
ירושלים,אהרוני 14 ,Israel
ירושלים,אהרוני 14 ,Israel
ירושלים,אהרוני 14 ,Israel
ירושלים,אהרוני 14 ,Israel
ירושלים,"הפלמ""ח 57 ",Israel
ירושלים,המשורינים 4 ,Israel
ירושלים,המשורינים 4 ,Israel
ירושלים,"הפלמ""ח 57 ",Israel
ירושלים,שערי תורה 2 ,Israel
ירושלים,שערי תורה 2 ,Israel
ירושלים,שערי תורה 2 ,Israel
ירושלים,הרב פרנק 20 ,Israel
ירושלים,הרב פרנק 20 ,Israel
ירושלים,הרב פרנק 20 ,Israel
ירושלים,הרב פרנק 20 ,Israel
ירושלים,הרב פרנק 20 ,Israel
ירושלים,רזיאל דוד 13 ,Israel
ירושלים,רזיאל דוד 13 ,Israel
ירושלים,רזיאל דוד 13 ,Israel
ירושלים,רזיאל דוד 13 ,Israel
ירושלים,תמיר שמואל 74 ,Israel
ירושלים,דהומיי 6 ,Israel
ירושלים,בר יוחאי 53 ,Israel
ירושלים,בית צפפה,Israel
ירושלים,בית צפפה,Israel
ירושלים,בית צפפה,Israel
ירושלים,בית צפפה,Israel
ירושלים,כט' בנובמבר 13 ,Israel
ירושלים,כט' בנובמבר 13 ,Israel
ירושלים,כט' בנובמבר 13 ,Israel
ירושלים,כט' בנובמבר 13 ,Israel
ירושלים,כובשי קטמון 15 ,Israel
ירושלים,כובשי קטמון 15 ,Israel
ירושלים,כובשי קטמון 15 ,Israel
ירושלים,כובשי קטמון 15 ,Israel
ירושלים,כובשי קטמון 15 ,Israel
ירושלים,עמק רפאים 22 ,Israel
ירושלים,עמק רפאים 22 ,Israel
ירושלים,מסריק 10 ,Israel
ירושלים,מסריק 10 ,Israel
ירושלים,רחל אמנו 27 ,Israel
ירושלים,רחל אמנו 27 ,Israel
ירושלים,רחל אמנו 27 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,הקבלן 8 ,Israel
ירושלים,מעלות כיסופים 5 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,יהודה 31 ,Israel
ירושלים,יהודה 31 ,Israel
ירושלים,יהודה 31 ,Israel
ירושלים,אסתר המלכה 3 ,Israel
ירושלים,אסתר המלכה 3 ,Israel
ירושלים,גדעון 10 ,Israel
ירושלים,גדעון 10 ,Israel
ירושלים,גדעון 14 ,Israel
ירושלים,בית הערבה 7 ,Israel
ירושלים,בית הערבה 7 ,Israel
ירושלים,בית הערבה 7 ,Israel
ירושלים,בית הערבה 7 ,Israel
ירושלים,בית הערבה 7 ,Israel
ירושלים,קבוץ גלויות 4 ,Israel
ירושלים,קבוץ גלויות 4 ,Israel
ירושלים,קבוץ גלויות 4 ,Israel
ירושלים,קבוץ גלויות 4 ,Israel
ירושלים,קבוץ גלויות 4 ,Israel
ירושלים,נחשון 11 ,Israel
ירושלים,נחשון 11 ,Israel
ירושלים,נחשון 11 ,Israel
ירושלים,נחשון 11 ,Israel
ירושלים,דרך בית לחם 113 ,Israel
ירושלים,דרך בית לחם 113 ,Israel
ירושלים,דרך בית לחם 113 ,Israel
ירושלים,דרך בית לחם 113 ,Israel
ירושלים,דרך בית לחם 113 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,"בית""ר 8 ",Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,דרך בית לחם 117 ,Israel
ירושלים,כפר עציון 1 ,Israel
ירושלים,בית צפפה,Israel
ירושלים,בית צפפה,Israel
ירושלים,בתי מחסה,Israel
ירושלים,בתי מחסה,Israel
ירושלים,בתי מחסה,Israel
ירושלים,בתי מחסה,Israel
ירושלים,גריק פטריאכט 26 ,Israel
ירושלים,גריק פטריאכט 26 ,Israel
ירושלים,גריק פטריאכט 26 ,Israel
ירושלים,גריק פטריאכט 26 ,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,דרך בר-לב,Israel
ירושלים,"אצ""ל 20 ",Israel
ירושלים,לוחמי הגטאות 7 ,Israel
ירושלים,לוחמי הגטאות 7 ,Israel
ירושלים,לוחמי הגטאות 7 ,Israel
ירושלים,אלמדינה מונורה 142 ,Israel
ירושלים,אלמדינה מונורה 142 ,Israel
ירושלים,איחוד הכפר,Israel
ירושלים,ככר ארן זלמן 11 ,Israel
ירושלים,ככר ארן זלמן 11 ,Israel
ירושלים,ככר ארן זלמן 11 ,Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,"מעגלי הרי""ם לוין 27 ",Israel
ירושלים,ככר ארן זלמן 7 ,Israel
ירושלים,ככר ארן זלמן 7 ,Israel
ירושלים,ככר ארן זלמן 7 ,Israel
ירושלים,ככר ארן זלמן 7 ,Israel
ירושלים,ההגנה 13 ,Israel
ירושלים,ההגנה 13 ,Israel
ירושלים,ההגנה 13 ,Israel
ירושלים,"אצ""ל 20 ",Israel
ירושלים,"אצ""ל 20 ",Israel
ירושלים,הגננת 29 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,נטר 1 ,Israel
ירושלים,נטר 1 ,Israel
ירושלים,נטר 1 ,Israel
ירושלים,נטר 1 ,Israel
ירושלים,נטר 1 ,Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,"מח""ל 9 ",Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,שד נוה יעקב 38ב,Israel
ירושלים,בלבן מאיר 6 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,הרואה 21 ,Israel
ירושלים,הרואה 21 ,Israel
ירושלים,הרואה 21 ,Israel
ירושלים,קדושי בבל 1 ,Israel
ירושלים,קדושי בבל 1 ,Israel
ירושלים,קדושי בבל 1 ,Israel
ירושלים,רזיאל דוד 29 ,Israel
ירושלים,ורדינון 1 ,Israel
ירושלים,ורדינון 1 ,Israel
ירושלים,ורדינון 1 ,Israel
ירושלים,ורדינון 1 ,Israel
ירושלים,ורדינון 12 ,Israel
ירושלים,ורדינון 12 ,Israel
ירושלים,ורדינון 12 ,Israel
ירושלים,אדם 28 ,Israel
ירושלים,אדם 28 ,Israel
ירושלים,אדם 28 ,Israel
ירושלים,אדם 28 ,Israel
ירושלים,אדם 28 ,Israel
ירושלים,"אצ""ל 20 ",Israel
ירושלים,ירושלים,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,רזיאל דוד 29 ,Israel
ירושלים,קדושי בבל 22 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,הגננת 29 ,Israel
ירושלים,מרגלית 411 ,Israel
ירושלים,מרגלית 411 ,Israel
ירושלים,מרגלית 411 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,הדולב 423 ,Israel
ירושלים,צביה ויצחק,Israel
ירושלים,צביה ויצחק,Israel
ירושלים,שוהם 526 ,Israel
ירושלים,שוהם 526 ,Israel
ירושלים,שבו 501 ,Israel
ירושלים,שבו 501 ,Israel
ירושלים,שד נוה יעקב 38א,Israel
ירושלים,שד נוה יעקב 38א,Israel
ירושלים,שד נוה יעקב 38א,Israel
ירושלים,בלבן מאיר 6 ,Israel
ירושלים,צונדק 1 ,Israel
ירושלים,צונדק 1 ,Israel
ירושלים,צונדק 1 ,Israel
ירושלים,צונדק 1 ,Israel
ירושלים,צונדק 26 ,Israel
ירושלים,צונדק 26 ,Israel
ירושלים,אסירי ציון 2 ,Israel
ירושלים,אסירי ציון 2 ,Israel
ירושלים,אסירי ציון 2 ,Israel
ירושלים,אסירי ציון 2 ,Israel
ירושלים,אסירי ציון 2 ,Israel
ירושלים,מעגלות הרב פרדס 39 ,Israel
ירושלים,בלבן מאיר 6 ,Israel
ירושלים,שד נוה יעקב 38 ,Israel
ירושלים,שד נוה יעקב 38 ,Israel
ירושלים,שד נוה יעקב 38 ,Israel
ירושלים,שד נוה יעקב 38 ,Israel
ירושלים,"אצ""ל 20 ",Israel
ירושלים,מעלות כיסופים 5 ,Israel
ירושלים,רקנטי אברהם 6 ,Israel
ירושלים,רקנטי אברהם 6 ,Israel
ירושלים,רקנטי אברהם 6 ,Israel
ירושלים,שד דיין משה 135 ,Israel
ירושלים,השישה עשר 19 ,Israel
ירושלים,השישה עשר 19 ,Israel
ירושלים,השישה עשר 19 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,השישה עשר 34 ,Israel
ירושלים,מזל טלה 11 ,Israel
ירושלים,מזל טלה 11 ,Israel
ירושלים,מזל טלה 11 ,Israel
ירושלים,מזל טלה 11 ,Israel
ירושלים,תמיר שמואל 74 ,Israel
ירושלים,תמיר שמואל 74 ,Israel
ירושלים,רחמילביץ משה 1 ,Israel
ירושלים,רחמילביץ משה 1 ,Israel
ירושלים,רחמילביץ משה 1 ,Israel
ירושלים,רחמילביץ משה 1 ,Israel
ירושלים,גרשון מאיר 21 ,Israel
ירושלים,גרשון מאיר 21 ,Israel
ירושלים,גרשון מאיר 21 ,Israel
ירושלים,גרשון מאיר 21 ,Israel
ירושלים,מחנה פליטים קלנדיה,Israel
ירושלים,מזל דלי 21 ,Israel
ירושלים,מזל דלי 21 ,Israel
ירושלים,גרשון מאיר 26 ,Israel
ירושלים,גרשון מאיר 26 ,Israel
ירושלים,גרשון מאיר 26 ,Israel
ירושלים,גרשון מאיר 26 ,Israel
ירושלים,גרשון מאיר 26 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,נדבה יוסף 47 ,Israel
ירושלים,טוניק יצחק 21 ,Israel
ירושלים,טוניק יצחק 21 ,Israel
ירושלים,טוניק יצחק 21 ,Israel
ירושלים,טוניק יצחק 21 ,Israel
ירושלים,תמיר שמואל 74 ,Israel
ירושלים,בלבן מאיר 6 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,הרב זווין 4 ,Israel
ירושלים,מזל דלי 21 ,Israel
ירושלים,מזל דלי 21 ,Israel
ירושלים,חיל האויר 60 ,Israel
ירושלים,חיל האויר 60 ,Israel
ירושלים,חיל האויר 60 ,Israel
ירושלים,חיל האויר 60 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעוז 1 ,Israel
ירושלים,מעלות כיסופים 5 ,Israel
